AIRFOIL_LNY_BEST
1.0001463 0.0007778
1.0000714 0.0007987
0.9998466 0.0008615
0.9994720 0.0009659
0.9989478 0.0011121
0.9982739 0.0012997
0.9974508 0.0015286
0.9964784 0.0017985
0.9953572 0.0021091
0.9940874 0.0024601
0.9926693 0.0028510
0.9911033 0.0032816
0.9893899 0.0037512
0.9875294 0.0042593
0.9855225 0.0048055
0.9833696 0.0053891
0.9810713 0.0060095
0.9786282 0.0066659
0.9760410 0.0073577
0.9733104 0.0080841
0.9704371 0.0088444
0.9674218 0.0096376
0.9642655 0.0104630
0.9609690 0.0113196
0.9575331 0.0122066
0.9539588 0.0131228
0.9502471 0.0140675
0.9463990 0.0150394
0.9424155 0.0160377
0.9382977 0.0170612
0.9340469 0.0181089
0.9296640 0.0191796
0.9251504 0.0202721
0.9205074 0.0213853
0.9157361 0.0225181
0.9108380 0.0236693
0.9058143 0.0248375
0.9006666 0.0260216
0.8953962 0.0272204
0.8900046 0.0284325
0.8844934 0.0296568
0.8788641 0.0308919
0.8731183 0.0321365
0.8672577 0.0333894
0.8612838 0.0346493
0.8551984 0.0359148
0.8490033 0.0371846
0.8427002 0.0384575
0.8362909 0.0397320
0.8297773 0.0410070
0.8231613 0.0422811
0.8164447 0.0435530
0.8096296 0.0448213
0.8027179 0.0460848
0.7957115 0.0473423
0.7886127 0.0485924
0.7814233 0.0498338
0.7741456 0.0510653
0.7667817 0.0522856
0.7593338 0.0534935
0.7518040 0.0546878
0.7441946 0.0558672
0.7365078 0.0570305
0.7287459 0.0581767
0.7209113 0.0593044
0.7130063 0.0604126
0.7050332 0.0615002
0.6969944 0.0625659
0.6888924 0.0636088
0.6807296 0.0646277
0.6725084 0.0656217
0.6642314 0.0665896
0.6559011 0.0675306
0.6475199 0.0684436
0.6390905 0.0693277
0.6306155 0.0701820
0.6220973 0.0710055
0.6135387 0.0717974
0.6049422 0.0725569
0.5963106 0.0732832
0.5876464 0.0739755
0.5789525 0.0746330
