AIRFOIL_LNY
1.0000172 0.0017199
0.9999412 0.0017353
0.9997132 0.0017813
0.9993333 0.0018580
0.9988016 0.0019652
0.9981182 0.0021030
0.9972834 0.0022711
0.9962973 0.0024694
0.9951604 0.0026977
0.9938729 0.0029559
0.9924353 0.0032437
0.9908479 0.0035609
0.9891113 0.0039072
0.9872259 0.0042823
0.9851924 0.0046859
0.9830113 0.0051176
0.9806833 0.0055772
0.9782091 0.0060641
0.9755895 0.0065780
0.9728252 0.0071185
0.9699170 0.0076851
0.9668660 0.0082774
0.9636728 0.0088949
0.9603387 0.0095370
0.9568644 0.0102034
0.9532512 0.0108934
0.9495000 0.0116065
0.9456120 0.0123422
0.9415884 0.0130999
0.9374304 0.0138790
0.9331392 0.0146790
0.9287162 0.0154992
0.9241627 0.0163390
0.9194800 0.0171978
0.9146696 0.0180750
0.9097329 0.0189700
0.9046714 0.0198821
0.8994867 0.0208107
0.8941803 0.0217551
0.8887538 0.0227146
0.8832089 0.0236887
0.8775472 0.0246766
0.8717705 0.0256777
0.8658804 0.0266913
0.8598789 0.0277168
0.8537676 0.0287534
0.8475485 0.0298004
0.8412235 0.0308573
0.8347944 0.0319233
0.8282632 0.0329977
0.8216318 0.0340798
0.8149024 0.0351690
0.8080769 0.0362645
0.8011574 0.0373657
0.7941460 0.0384718
0.7870449 0.0395822
0.7798561 0.0406961
0.7725819 0.0418129
0.7652245 0.0429318
0.7577861 0.0440521
0.7502689 0.0451731
0.7426753 0.0462942
0.7350076 0.0474144
0.7272680 0.0485333
0.7194590 0.0496499
0.7115830 0.0507636
0.7036422 0.0518736
0.6956392 0.0529792
0.6875763 0.0540796
0.6794560 0.0551741
0.6712808 0.0562619
0.6630532 0.0573423
0.6547757 0.0584144
0.6464508 0.0594774
0.6380810 0.0605307
0.6296689 0.0615734
0.6212170 0.0626046
0.6127279 0.0636237
0.6042043 0.0646297
0.5956486 0.0656219
0.5870636 0.0665995
0.5784518 0.0675616
0.5698158 0.0685073
0.5611583 0.0694359
0.5524820 0.0703465
0.5437894 0.0712383
0.5350833 0.0721104
0.5263663 0.0729620
0.5176410 0.0737922
0.5089101 0.0746002
